date,1. open,2. high,3. low,4. close,5. volume
2021-01-15,35.07,36.25,35.07,35.46,11438.0
2021-01-14,34.2,35.71,34.2,35.5,9597.0
2021-01-13,35.8,36.0255,34.1,34.1,13484.0
2021-01-12,36.25,36.25,35.41,35.41,8179.0
2021-01-11,35.57,36.13,35.2152,36.13,5711.0
2021-01-08,35.72,36.49,35.2,36.49,12552.0
2021-01-07,33.7,36.49,33.7,35.84,13930.0
2021-01-06,35.22,36.1,33.78,33.78,16616.0
2021-01-05,35.63,35.8676,34.45,34.45,10613.0
2021-01-04,35.18,35.58,34.96,34.96,4986.0
2020-12-31,35.89,36.08,35.12,35.12,6953.0
2020-12-30,36.13,36.16,35.36,35.62,3040.0
2020-12-29,35.85,36.45,35.85,36.06,8244.0
2020-12-28,35.755,35.755,35.37,35.55,2105.0
2020-12-24,36.31,36.31,35.4678,36.09,1874.0
2020-12-23,35.2,36.67,35.2,36.38,7426.0
2020-12-22,35.28,35.45,34.38,35.03,13102.0
2020-12-21,34.93,35.197,34.18,34.81,21686.0
2020-12-18,35.13,35.62,34.85,35.18,23194.0
2020-12-17,36.15,36.15,34.07,34.35,26746.0
2020-12-16,36.79,37.15,35.5,35.5,12807.0
2020-12-15,37.06,37.5194,36.2,36.2,8280.0
2020-12-14,37.19,38.0975,36.36,36.36,6762.0
2020-12-11,37.02,37.5,37.02,37.5,1762.0
2020-12-10,36.93,37.49,36.69,37.49,7223.0
2020-12-09,38.42,39.0371,36.66,36.66,6948.0
2020-12-08,37.49,38.83,37.49,38.83,6382.0
2020-12-07,36.9,38.21,36.4933,37.31,8305.0
2020-12-04,35.63,37.2299,35.63,37.0,8562.0
2020-12-03,37.0,37.3707,35.58,35.58,7104.0
2020-12-02,37.48,37.49,36.7,36.85,6965.0
2020-12-01,37.21,39.0,36.65,37.61,7538.0
2020-11-30,37.94,38.25,36.4,38.25,10541.0
2020-11-27,37.93,38.53,37.45,38.53,3791.0
2020-11-25,37.97,38.95,37.04,37.53,3746.0
2020-11-24,36.85,38.98,36.85,38.42,9349.0
2020-11-23,37.24,37.37,36.63,36.63,4013.0
2020-11-20,36.05,37.81,35.77,37.81,5731.0
2020-11-19,36.06,36.9,36.05,36.48,4286.0
2020-11-18,38.01,38.01,35.77,35.83,8586.0
2020-11-17,36.18,37.93,36.18,37.93,5150.0
2020-11-16,35.36,36.45,35.36,36.43,6342.0
2020-11-13,36.95,37.3,34.7,34.7,11869.0
2020-11-12,37.57,37.98,35.95,36.91,8220.0
2020-11-11,37.57,38.31,37.18,38.06,12751.0
2020-11-10,37.33,38.94,37.33,37.65,11063.0
2020-11-09,36.36,39.17,36.36,36.83,11036.0
2020-11-06,35.04,35.33,33.99,35.28,5985.0
2020-11-05,34.2,35.35,33.88,35.34,7649.0
2020-11-04,33.39,34.17,32.9001,34.17,7262.0
2020-11-03,32.87,33.99,32.87,33.22,14761.0
2020-11-02,32.3068,33.13,32.22,32.25,7290.0
2020-10-30,32.23,32.67,32.1,32.1,4319.0
2020-10-29,32.47,32.76,31.55,32.02,18455.0
2020-10-28,33.27,33.8746,31.63,32.71,21153.0
2020-10-27,34.12,34.48,33.8,34.0,11919.0
2020-10-26,34.73,34.75,33.8,34.5,8870.0
2020-10-23,34.77,35.095,34.51,34.89,7956.0
2020-10-22,35.08,35.3,34.18,34.7,7141.0
2020-10-21,34.97,34.98,34.5,34.95,5030.0
2020-10-20,34.77,35.27,34.57,35.15,5478.0
2020-10-19,34.5,35.0,34.29,34.77,3338.0
2020-10-16,35.01,35.25,34.84,34.94,4021.0
2020-10-15,34.68,35.04,34.45,35.04,12015.0
2020-10-14,34.71,35.4,34.25,35.35,11721.0
2020-10-13,35.4,35.4,34.21,34.21,7914.0
2020-10-12,35.31,35.58,34.95,35.37,7033.0
2020-10-09,34.6,35.32,34.3101,34.52,6686.0
2020-10-08,33.86,35.25,33.86,34.11,10375.0
2020-10-07,33.1,34.47,33.1,33.51,8498.0
2020-10-06,35.9,36.01,33.07,33.07,18177.0
2020-10-05,36.23,36.51,35.51,35.76,6134.0
2020-10-02,35.2,36.18,34.39,36.18,12721.0
2020-10-01,35.96,36.58,35.38,35.38,7467.0
2020-09-30,36.06,36.72,35.905,36.13,10569.0
2020-09-29,36.59,36.76,36.31,36.58,8671.0
2020-09-28,36.18,37.3,35.9,36.89,17147.0
2020-09-25,34.96,36.1,34.95,35.63,11940.0
2020-09-24,37.47,37.47,33.9,34.82,31070.0
2020-09-23,36.04,36.57,35.52,35.93,10087.0
2020-09-22,36.81,36.81,35.88,35.95,8685.0
2020-09-21,36.51,36.87,35.9,36.25,12559.0
2020-09-18,37.29,37.53,36.63,37.3,19540.0
2020-09-17,36.44,37.39,36.44,37.36,5777.0
2020-09-16,37.12,37.295,36.915,36.95,6555.0
2020-09-15,36.83,37.01,36.58,36.85,6178.0
2020-09-14,36.59,37.31,36.28,36.39,6395.0
2020-09-11,36.72,36.73,36.05,36.05,9441.0
2020-09-10,37.3,37.973,36.14,36.22,18228.0
2020-09-09,37.75,38.0,37.16,37.16,14066.0
2020-09-08,38.17,38.17,37.34,37.5,9349.0
2020-09-04,39.45,40.01,38.56,38.56,16421.0
2020-09-03,38.89,39.58,38.89,39.31,12836.0
2020-09-02,38.95,39.78,38.07,39.19,19077.0
2020-09-01,38.83,39.3,38.59,38.97,13733.0
2020-08-31,38.7,39.3,38.17,38.65,18926.0
2020-08-28,38.82,39.7,38.2794,38.88,16388.0
2020-08-27,38.91,39.12,38.31,38.31,16727.0
2020-08-26,38.5,38.89,38.15,38.51,12912.0
2020-08-25,38.56,38.67,38.305,38.4,12513.0
2020-08-24,38.24,38.79,38.0,38.0,9744.0
2020-08-21,38.52,38.67,37.79,38.01,11320.0
2020-08-20,37.7,38.71,37.7,38.66,9440.0
2020-08-19,38.57,38.62,37.8,37.86,18334.0
2020-08-18,38.59,39.02,37.98,38.22,8337.0
2020-08-17,37.7,38.71,37.31,38.36,24236.0
2020-08-14,39.53,39.53,37.44,37.89,34898.0
2020-08-13,39.41,39.75,38.1,38.78,33632.0
2020-08-12,40.55,40.7,39.19,39.48,13784.0
2020-08-11,40.21,40.9,39.67,39.93,24418.0
2020-08-10,41.36,42.26,39.76,39.76,36960.0
2020-08-07,40.04,41.21,39.99,41.07,25738.0
2020-08-06,40.27,40.88,39.7,40.16,31316.0
2020-08-05,40.2,40.78,39.79,40.16,10842.0
2020-08-04,40.03,40.75,39.74,40.26,14193.0
2020-08-03,40.09,40.93,39.99,40.17,14212.0
2020-07-31,39.66,40.44,39.33,40.44,13867.0
2020-07-30,39.74,40.46,39.19,39.38,13006.0
2020-07-29,38.24,41.01,38.02,40.27,14199.0
2020-07-28,41.43,41.43,38.13,38.13,7206.0
2020-07-27,41.81,42.38,41.15,41.44,11006.0
2020-07-24,38.33,42.1,37.99,41.85,34732.0
2020-07-23,38.73,39.24,37.96,38.7,28402.0
2020-07-22,38.25,39.31,38.25,38.72,27995.0
2020-07-21,39.33,39.33,38.586,39.31,25502.0
2020-07-20,37.91,38.38,37.4,38.19,16638.0
2020-07-17,37.43,38.43,37.16,37.76,38108.0
2020-07-16,38.49,39.54,37.17,37.17,30702.0
2020-07-15,37.96,40.19,37.96,39.47,39548.0
2020-07-14,37.6,38.32,37.1,37.42,12536.0
2020-07-13,38.89,39.8,37.49,37.49,15356.0
2020-07-10,37.82,39.0,37.82,38.38,7811.0
2020-07-09,38.06,39.2,37.09,38.19,16262.0
2020-07-08,38.02,38.95,37.57,38.09,14562.0
2020-07-07,37.5,38.875,36.81,38.18,32401.0
2020-07-06,36.47,38.22,36.36,38.0,10773.0
2020-07-02,36.35,36.35,35.91,36.12,8706.0
2020-07-01,37.37,37.55,35.46,35.46,11969.0
2020-06-30,35.095,36.89,35.07,36.69,18915.0
2020-06-29,33.05,36.505,33.05,36.01,29706.0
2020-06-26,34.59,34.59,32.511,32.8,29302.0
2020-06-25,34.4,35.31,34.08,34.69,13706.0
2020-06-24,33.98,35.29,33.49,34.56,19328.0
2020-06-23,35.76,35.91,34.2,34.21,18640.0
2020-06-22,35.35,36.64,34.11,34.99,28821.0
2020-06-19,36.47,36.9,35.09,35.46,20408.0
2020-06-18,36.04,36.5,35.2,35.85,30342.0
2020-06-17,37.67,37.85,36.1,36.2,24942.0
2020-06-16,37.28,37.65,36.27,37.65,13282.0
2020-06-15,33.97,36.58,33.97,36.12,9904.0
2020-06-12,35.98,35.98,33.67,35.33,17354.0
2020-06-11,34.53,35.45,33.91,35.12,24636.0
2020-06-10,34.62,36.08,34.62,35.62,9687.0
2020-06-09,36.47,36.5,34.37,34.6,19181.0
2020-06-08,37.18,37.4,36.11,37.01,22746.0
2020-06-05,39.54,40.95,36.2,36.67,38434.0
2020-06-04,36.79,38.305,35.144,37.85,30994.0
2020-06-03,36.95,38.367,36.85,36.85,7879.0
2020-06-02,38.155,39.01,36.65,36.95,15725.0
2020-06-01,40.7,41.35,38.33,38.52,15753.0
2020-05-29,43.26,43.31,40.97,41.09,18371.0
2020-05-28,43.78,45.49,42.92,43.71,29885.0
2020-05-27,42.11,43.66,41.99,43.48,19561.0
2020-05-26,40.87,41.38,40.53,41.17,14550.0
2020-05-22,39.97,39.97,38.48,39.94,10854.0
2020-05-21,38.03,39.6,37.79,39.18,25546.0
2020-05-20,37.72,38.28,37.49,38.07,9576.0
2020-05-19,36.45,37.5,36.3,36.43,25987.0
2020-05-18,36.84,37.58,35.99,36.58,36675.0
2020-05-15,34.15,37.15,33.57,35.35,38902.0
2020-05-14,31.195,34.325,30.45,34.22,54485.0
2020-05-13,33.47,34.05,30.74,31.77,39761.0
2020-05-12,34.08,34.91,33.217,33.55,35442.0
2020-05-11,35.22,35.22,32.192,33.82,35563.0
2020-05-08,37.0,37.64,33.71,35.33,29800.0
2020-05-07,35.0,37.62,34.69,36.72,14956.0
2020-05-06,36.91,37.93,34.485,34.59,22120.0
2020-05-05,37.25,37.85,35.94,36.2,11475.0
2020-05-04,35.735,36.325,33.91,36.28,10210.0
2020-05-01,36.69,38.163,35.57,35.98,14328.0
2020-04-30,38.83,40.13,37.69,38.27,10331.0
2020-04-29,39.7,41.11,39.3,39.48,17522.0
2020-04-28,36.79,38.8,36.47,38.57,23608.0
2020-04-27,36.05,37.67,35.79,36.25,22652.0
2020-04-24,35.94,36.71,35.0,36.08,12259.0
2020-04-23,35.95,37.7,35.48,36.0,11885.0
2020-04-22,34.49,36.63,34.49,36.11,15335.0
2020-04-21,34.94,35.18,33.44,33.93,18106.0
2020-04-20,35.42,36.71,34.19,35.43,15557.0
2020-04-17,33.9,37.41,33.76,36.59,17028.0
2020-04-16,34.51,34.675,32.7,33.32,25196.0
2020-04-15,33.8,34.9,33.3,33.88,12785.0
2020-04-14,35.0,35.61,34.06,34.8,15007.0
2020-04-13,35.73,35.81,32.43,34.59,12661.0
2020-04-09,36.1,36.71,34.77,36.15,10795.0
2020-04-08,36.05,37.95,34.87,35.69,11761.0
2020-04-07,40.9,40.99,35.64,36.44,33212.0
2020-04-06,27.8,39.66,26.7,39.66,32248.0
2020-04-03,27.32,28.19,25.99,26.65,24526.0
2020-04-02,25.99,27.31,24.33,27.17,14642.0
2020-04-01,30.01,30.92,24.83,26.18,41412.0
2020-03-31,30.16,31.02,28.59,30.6,20613.0
2020-03-30,28.95,30.86,28.95,30.86,6298.0
2020-03-27,29.3,30.65,28.91,28.91,6925.0
2020-03-26,28.16,31.0,28.16,29.72,10303.0
2020-03-25,28.25,29.57,27.59,28.25,14357.0
2020-03-24,27.1,28.95,26.92,28.41,26214.0
2020-03-23,27.06,27.49,25.565,26.18,19007.0
2020-03-20,32.59,33.374,26.34,27.48,34891.0
2020-03-19,30.4,34.19,29.92,32.89,17671.0
2020-03-18,34.96,35.72,30.42,31.1,20113.0
2020-03-17,31.98,35.96,31.98,35.96,10640.0
2020-03-16,34.59,34.59,31.84,31.86,19832.0
2020-03-13,35.31,36.775,33.62,35.59,19898.0
2020-03-12,35.51,36.95,33.5,34.31,39166.0
2020-03-11,43.02,43.02,36.51,36.51,19115.0
2020-03-10,40.21,40.94,38.41,40.02,19547.0
2020-03-09,39.703,39.775,38.33,39.21,7640.0
2020-03-06,38.0,40.69,38.0,39.13,12924.0
2020-03-05,41.7,41.9,39.62,40.37,11252.0
2020-03-04,43.4,44.0,42.575,43.1,14917.0
2020-03-03,42.55,44.83,41.5,42.78,16296.0
2020-03-02,40.01,42.63,40.01,42.63,5474.0
2020-02-28,38.44,41.15,38.44,41.15,10637.0
2020-02-27,38.779,39.22,38.35,38.35,8130.0
2020-02-26,38.415,40.51,38.13,40.0,9538.0
2020-02-25,39.83,40.8,37.985,39.0,17775.0
2020-02-24,42.47,42.58,39.255,39.47,25653.0
2020-02-21,44.6,45.3,43.1,43.47,13319.0
2020-02-20,44.2,45.5,43.484,44.75,11188.0
2020-02-19,43.08,44.91,43.08,43.8,9933.0
2020-02-18,43.66,44.5,42.98,42.98,9840.0
2020-02-14,42.17,44.3,42.17,43.45,18169.0
2020-02-13,43.02,44.0,42.31,42.71,16132.0
2020-02-12,42.321,43.89,42.11,42.71,17642.0
2020-02-11,41.86,43.4,41.8,42.55,11092.0
2020-02-10,41.7,42.73,41.09,41.12,12351.0
2020-02-07,43.7,44.158,41.29,41.29,12582.0
2020-02-06,43.937,45.43,43.59,43.72,19710.0
2020-02-05,42.16,44.3,41.73,43.89,15183.0
2020-02-04,42.49,43.3,41.8,41.8,16251.0
2020-02-03,42.32,43.41,42.02,42.28,10856.0
2020-01-31,42.3,42.73,41.19,41.77,20334.0
2020-01-30,42.11,43.7,41.73,42.79,21887.0
2020-01-29,43.69,43.69,41.1,41.46,15174.0
2020-01-28,43.35,45.0,43.04,43.88,11694.0
2020-01-27,42.5,48.54,42.5,43.76,28075.0
2020-01-24,47.34,47.78,42.3,42.35,30012.0
2020-01-23,57.48,57.48,46.96,47.34,26073.0
2020-01-22,64.9,64.9,56.0,57.22,30704.0
2020-01-21,50.71,65.46,50.55,63.58,42670.0
2020-01-17,51.2,52.595,50.16,51.08,21438.0
2020-01-16,48.16,52.82,48.135,50.41,10222.0
2020-01-15,48.3,48.502,47.05,48.42,21422.0
2020-01-14,43.16,47.78,43.03,47.77,13017.0
2020-01-13,39.25,42.76,39.25,42.76,22997.0
2020-01-10,39.52,39.52,39.1,39.5,5059.0
2020-01-09,39.83,39.83,39.75,39.75,1771.0
2020-01-08,38.89,39.79,38.56,39.79,6390.0
2020-01-07,39.54,39.67,38.59,39.16,6233.0
2020-01-06,38.49,39.79,38.49,39.79,3099.0
2020-01-03,39.3,39.78,38.958,39.5,2521.0
2020-01-02,39.166,39.74,39.07,39.49,2444.0
2019-12-31,39.36,39.39,39.049,39.2,4137.0
2019-12-30,39.61,39.75,39.06,39.29,7965.0
2019-12-27,39.2,39.73,39.2,39.73,3026.0
2019-12-26,38.85,39.61,38.85,39.3,6414.0
2019-12-24,38.59,38.89,38.44,38.44,1657.0
2019-12-23,38.71,39.32,38.65,38.69,16560.0
2019-12-20,39.05,39.05,38.28,38.71,17183.0
2019-12-19,37.75,38.85,37.69,38.85,15191.0
2019-12-18,36.67,37.86,36.41,37.5,17165.0
2019-12-17,36.48,36.8,36.08,36.8,10888.0
2019-12-16,35.42,36.63,35.42,36.44,22504.0
2019-12-13,36.34,36.411,35.03,35.56,7806.0
2019-12-12,36.78,36.78,36.16,36.16,3902.0
2019-12-11,35.9,36.58,35.9,36.47,2220.0
2019-12-10,35.16,36.02,35.16,35.93,6347.0
2019-12-09,36.28,36.35,35.65,36.0,3151.0
2019-12-06,36.59,36.59,36.01,36.13,5496.0
2019-12-05,34.225,36.79,34.225,36.69,4023.0
2019-12-04,36.54,36.54,35.59,36.02,8787.0
2019-12-03,35.52,36.5,35.52,36.5,2894.0
2019-12-02,35.71,36.27,35.71,36.27,4152.0
2019-11-29,34.76,36.1,34.76,36.1,667.0
2019-11-27,35.43,36.49,35.43,36.18,4819.0
2019-11-26,36.57,36.57,35.61,36.09,31038.0
2019-11-25,36.795,37.66,36.39,36.55,5227.0
2019-11-22,35.03,36.18,35.03,36.18,4281.0
2019-11-21,35.83,36.06,35.37,35.79,6090.0
2019-11-20,35.55,36.42,35.55,35.77,4522.0
2019-11-19,35.881,36.0,35.51,36.0,3530.0
2019-11-18,37.8,37.8,33.92,35.46,10932.0
2019-11-15,38.62,38.62,37.69,37.69,3509.0
2019-11-14,37.61,38.61,37.49,38.61,1924.0
2019-11-13,38.2,38.2,37.5,37.8,2338.0
2019-11-12,39.5,39.5,38.5,38.5,1249.0
2019-11-11,38.68,39.16,38.68,39.16,975.0
2019-11-08,38.79,38.96,38.79,38.96,1618.0
2019-11-07,38.61,38.93,38.61,38.93,1475.0
2019-11-06,39.67,39.67,38.64,39.29,3171.0
2019-11-05,40.44,40.55,39.74,39.93,4655.0
2019-11-04,40.79,41.05,40.51,40.51,6724.0
2019-11-01,40.8,40.8,40.19,40.7,3449.0
2019-10-31,39.55,40.6,38.57,40.6,6837.0
2019-10-30,39.92,40.025,38.2,39.89,4731.0
2019-10-29,39.64,39.99,39.242,39.95,2825.0
2019-10-28,40.02,40.115,39.45,39.45,4309.0
2019-10-25,37.826,39.95,37.826,39.95,3429.0
2019-10-24,38.7,39.235,38.46,38.46,3039.0
2019-10-23,37.4,38.59,37.4,38.59,2491.0
2019-10-22,36.58,37.25,36.58,37.25,3091.0
2019-10-21,35.54,36.99,35.43,36.43,14959.0
2019-10-18,36.14,36.15,35.93,36.02,2410.0
2019-10-17,35.87,36.63,35.62,36.24,4711.0
2019-10-16,36.21,36.424,35.88,35.88,3519.0
2019-10-15,36.98,36.98,36.101,36.74,4778.0
2019-10-14,37.58,37.79,36.65,36.65,1554.0
2019-10-11,39.13,39.13,37.5,37.79,6002.0
2019-10-10,39.5,39.79,38.56,38.64,4610.0
2019-10-09,39.84,40.14,38.66,39.24,24341.0
2019-10-08,39.7,41.22,39.36,39.42,23435.0
2019-10-07,39.19,39.96,38.81,39.6,3955.0
2019-10-04,40.638,40.638,39.14,39.54,6983.0
2019-10-03,37.44,38.57,37.44,38.57,5476.0
2019-10-02,37.36,37.68,36.91,37.24,5393.0
2019-10-01,35.95,37.35,35.95,37.35,8733.0
2019-09-30,34.991,35.74,34.94,35.59,7047.0
2019-09-27,35.9,35.9,35.47,35.47,4708.0
2019-09-26,36.27,36.27,35.75,36.0,4580.0
2019-09-25,35.83,36.81,35.8,36.0,6236.0
2019-09-24,36.31,36.31,35.62,35.73,2642.0
2019-09-23,35.97,36.45,35.97,36.04,4368.0
2019-09-20,36.75,36.75,35.81,35.99,11966.0
2019-09-19,35.66,36.81,35.66,36.81,4283.0
2019-09-18,36.63,36.63,35.85,36.5,5707.0
2019-09-17,36.866,36.866,36.34,36.34,4189.0
2019-09-16,36.62,36.71,35.87,36.5,6361.0
2019-09-13,36.51,37.5,36.5,36.5,6927.0
2019-09-12,36.37,37.39,35.932,37.18,6682.0
2019-09-11,35.82,36.9,35.82,36.35,4321.0
2019-09-10,35.0,35.79,35.0,35.48,10179.0
2019-09-09,34.77,35.24,34.68,34.9,2371.0
2019-09-06,33.99,35.0,32.12,34.6,64736.0
2019-09-05,35.13,35.32,34.05,34.35,8917.0
2019-09-04,34.88,35.22,33.84,34.7,4243.0
2019-09-03,34.64,35.063,34.31,34.6,5462.0
2019-08-30,34.71,35.13,34.71,34.76,2809.0
2019-08-29,34.86,35.555,34.86,34.97,1603.0
2019-08-28,34.62,34.96,34.31,34.85,4628.0
2019-08-27,34.8,34.81,34.6,34.72,2642.0
2019-08-26,34.61,34.61,33.66,33.89,6072.0
2019-08-23,33.71,34.52,33.71,34.47,6328.0
2019-08-22,35.31,35.46,34.94,34.94,2230.0
2019-08-21,35.42,35.42,35.07,35.07,1433.0
2019-08-20,34.1,35.39,34.1,35.39,1031.0
2019-08-19,35.361,36.56,35.361,36.39,4815.0
2019-08-16,35.85,36.32,35.85,36.32,1346.0
2019-08-15,34.18,35.62,34.18,35.62,1011.0
2019-08-14,35.209,35.8,35.0,35.0,2409.0
2019-08-13,35.61,36.38,35.61,36.34,2451.0
2019-08-12,34.2,36.48,33.12,35.67,530.0
2019-08-09,36.65,36.67,36.36,36.67,1981.0
2019-08-08,36.43,36.98,36.2,36.2,5563.0
2019-08-07,36.12,36.89,36.12,36.85,1640.0
2019-08-06,35.65,36.25,34.91,36.25,4206.0
2019-08-05,35.87,35.87,35.75,35.77,3469.0
2019-08-02,37.16,37.41,36.605,36.67,3794.0
2019-08-01,37.52,37.72,37.1,37.1,4273.0
2019-07-31,37.33,37.76,37.33,37.37,5432.0
2019-07-30,37.14,37.58,37.11,37.28,3263.0
2019-07-29,36.93,37.18,36.42,37.0,5318.0
2019-07-26,37.96,38.45,36.55,36.83,12161.0
2019-07-25,37.98,38.13,37.31,37.31,9569.0
2019-07-24,37.6,38.04,37.6,37.66,7408.0
2019-07-23,37.79,37.79,37.79,37.79,785.0
2019-07-22,38.6,38.6,38.25,38.39,1611.0
2019-07-19,38.24,38.85,38.24,38.65,1815.0
2019-07-18,38.5,38.5,38.31,38.31,857.0
2019-07-17,38.35,38.35,37.89,37.89,2888.0
2019-07-16,38.26,38.68,38.26,38.68,1580.0
2019-07-15,38.87,38.87,38.25,38.55,2225.0
2019-07-12,39.4,39.7,38.5,38.5,3235.0
2019-07-11,38.677,39.48,38.677,39.45,2583.0
2019-07-10,39.3,39.58,39.06,39.31,4128.0
2019-07-09,38.15,40.14,37.637,39.35,2558.0
2019-07-08,39.37,39.37,38.64,38.64,2640.0
2019-07-05,39.17,40.486,38.622,39.27,3647.0
2019-07-03,39.9,40.2,38.06,39.29,11847.0
2019-07-02,38.7,39.87,38.65,39.62,3216.0
2019-07-01,37.42,39.0,37.42,38.54,9167.0
2019-06-28,35.4,37.42,35.4,37.4,262383.0
2019-06-27,34.75,35.695,34.15,35.22,16552.0
2019-06-26,35.33,35.56,34.43,34.43,6783.0
2019-06-25,35.0,35.846,35.0,35.24,10890.0
2019-06-24,34.49,35.85,34.49,35.18,18834.0
2019-06-21,35.02,38.59,34.87,35.26,16158.0
2019-06-20,35.0,35.905,35.0,35.11,14306.0
2019-06-19,36.0646,36.2257,35.0,35.0,8018.0
2019-06-18,35.38,36.41,34.59,35.67,14278.0
2019-06-17,36.8,37.31,36.8,37.01,3624.0
2019-06-14,36.68,37.115,36.38,36.99,4806.0
2019-06-13,37.28,37.28,36.75,37.08,4622.0
2019-06-12,37.18,37.73,37.07,37.07,5613.0
2019-06-11,37.34,37.66,36.695,37.31,5124.0
2019-06-10,37.71,38.24,36.91,37.0,5993.0
2019-06-07,38.15,38.64,37.54,37.8,2304.0
2019-06-06,38.36,38.36,37.63,38.29,3244.0
2019-06-05,37.42,38.34,37.135,38.34,4236.0
2019-06-04,37.35,37.6,37.15,37.2,3175.0
2019-06-03,37.16,38.0,36.697,37.14,9610.0
2019-05-31,37.32,37.579,37.02,37.31,3273.0
2019-05-30,37.74,38.2,37.31,37.67,2123.0
2019-05-29,37.6,38.246,37.24,37.94,6049.0
2019-05-28,38.62,38.62,37.31,38.03,7203.0
2019-05-24,38.31,38.93,38.31,38.93,2287.0
2019-05-23,38.95,38.95,38.28,38.4,2046.0
2019-05-22,39.72,39.72,38.92,39.49,3826.0
2019-05-21,39.57,39.907,39.24,39.65,3270.0
2019-05-20,39.844,39.844,39.17,39.65,2650.0
2019-05-17,39.61,40.68,39.48,39.48,4205.0
2019-05-16,38.95,39.87,38.95,39.87,1844.0
2019-05-15,38.28,38.56,38.25,38.5,3002.0
2019-05-14,37.121,38.44,37.121,38.44,5335.0
2019-05-13,39.111,39.156,38.68,38.68,3891.0
2019-05-10,39.4,39.66,39.4,39.41,4561.0
2019-05-09,39.906,39.906,39.04,39.77,2409.0
2019-05-08,41.2,41.2,40.04,40.1,3264.0
2019-05-07,43.44,43.44,40.5,40.56,4021.0
2019-05-06,40.03,40.638,39.49,39.49,2035.0
2019-05-03,40.17,40.91,40.05,40.2,1734.0
2019-05-02,39.81,40.42,39.81,40.42,2955.0
2019-05-01,40.85,40.947,40.0,40.0,3987.0
2019-04-30,41.24,41.61,40.41,41.31,5696.0
2019-04-29,41.55,41.55,40.57,40.57,1994.0
2019-04-26,40.01,40.52,40.01,40.52,1449.0
2019-04-25,39.68,40.28,39.68,40.28,2076.0
2019-04-24,40.01,40.265,39.84,40.02,3427.0
2019-04-23,40.24,40.24,39.51,39.67,4781.0
2019-04-22,40.81,40.81,40.17,40.17,1798.0
2019-04-18,39.5,40.81,39.5,40.81,7531.0
2019-04-17,38.955,39.9,38.955,39.59,7705.0
2019-04-16,39.52,39.75,39.38,39.51,4740.0
2019-04-15,39.57,39.88,38.7,39.33,9298.0
2019-04-12,39.94,40.5,38.978,39.51,18713.0
2019-04-11,40.11,40.639,38.92,40.11,10534.0
2019-04-10,39.09,40.86,38.72,40.36,8255.0
2019-04-09,38.75,39.68,38.75,39.28,3151.0
2019-04-08,38.665,38.86,38.32,38.83,5708.0
2019-04-05,38.94,39.15,38.63,38.63,5681.0
2019-04-04,39.11,39.54,38.78,38.78,6911.0
2019-04-03,39.91,40.72,39.14,39.25,5810.0
2019-04-02,40.035,40.3,39.44,39.91,10066.0
